Id,Game,Title,Release,Series,Genre,Sub.genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic,Destructoid,IGN,GameSpot,Avg_Reviews,Continent,Year,count,Last5Years,ï..Name,Gender,Age,Age_range,Playable,Sexualization,Species,Side,Relevance,Romantic_Interest,Sexualized_clothing,Trophy,Damsel.in.Distress,Sexualized.Cutscenes,Total
HLM_Richard,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Richard,Male,Adult,Adult,0,0,Human,B,SC,No,0,0,0,0,0
HLM_Richter,HLM,Hotline Miami,Oct-12,,Action,Top-down Shooter,Dennaton Games,Devolver Digital,SWE,Multi,18,No,2,0,8,2,20%,TR,M,2,0,0%,8.6,9,8.8,8.5,8.7,Europe,2012,1,0,Richter,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
IMM_Amy,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,Amy Archer,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IMM_Arthur,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,Arthur Fischer,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IMM_Carl,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,Carl Goodman,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IMM_John,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,John Durick,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
IMM_Marissa,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,Marissa Marcel,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
IMM_One,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,One,Non-binary,Unknown,Unknown,0,0,Unknown,P,PA,No,0,0,0,0,0
IMM_Other,IMM,Immortality,Aug-22,,Interactive Story,Interactive Story,Sam Barlow,Half Mermaid Productions,GBR,Multi,16,No,2,2,3,4,57%,TR,M,13,4,31%,8.8,9,8,8,8.5,Europe,2022,1,1,Other One,Non-binary,Unknown,Unknown,0,0,Unknown,P,PA,No,0,0,0,0,0
INS_CEO,INS,Inside,Jun-16,,Action,Puzzle-Platform,Paydead,Playdead,DNK,Multi,18,No,1,0,2,0,0%,TR,M,2,0,0%,9.1,9.5,10,8,9.2,Europe,2016,1,0,CEO,Male,Adult,Adult,0,0,Human,A,MA,No,0,0,0,0,0
INS_Protagonist,INS,Inside,Jun-16,,Action,Puzzle-Platform,Paydead,Playdead,DNK,Multi,18,No,1,0,2,0,0%,TR,M,2,0,0%,9.1,9.5,10,8,9.2,Europe,2016,1,0,Protagonist,Male,Child,Child,1,0,Human,P,PA,No,0,0,0,0,0
ITT_Cody,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,NA,9,9,9,Europe,2021,1,1,Cody,Male,Adult,Adult,1,0,Human,P,PA,Yes,0,0,0,0,0
ITT_Dr.Hakim,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,NA,9,9,9,Europe,2021,1,1,Dr.Hakim,Male,Unknown,Unknown,0,0,Animated Object,P,MC,No,0,0,0,0,0
ITT_May,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,NA,9,9,9,Europe,2021,1,1,May,Female,Adult,Adult,1,0,Human,P,PA,Yes,0,0,0,0,0
ITT_Rose,ITT,It Takes Two,Mar-21,,Action-adventure,Action-adventure,Hazelight Studios,EA,SWE,Multi,12,No,2,1,2,2,50%,TR,M,5,1,20%,8.9,NA,9,9,9,Europe,2021,1,1,Rose,Female,Child,Child,0,0,Human,P,MC,No,0,0,0,0,0
IWATE_Al,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Al,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Anemone,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Anemone,Female,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Baculum,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Baculum,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Bernie,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Bernie,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Cal,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Cal,Male,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Congruence,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Congruence,Female,Middle-aged,Middle-aged,0,0,Robot,P,SC,No,0,0,0,0,0
IWATE_Dys,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Dys,Male,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Eudicot,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Eudicot,Female,Elderly,Elderly,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Flulu,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Flulu,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Geranium,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Geranium,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Hal,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Hal,Male,Middle-aged,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Instance,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Instance,Female,Middle-aged,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Kom,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Kom,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Marz,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Marz,Female,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Nomi,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Nomi Nomi,Non-binary,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Nougat,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Nougat,Female,Child,Child,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Protagonist,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Protagonist,Custom,Teenager,Teenager,1,0,Human,P,PA,No,0,0,0,0,0
IWATE_Rex,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Rex,Male,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Rhett,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Rhett,Male,Middle-aged,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Seeq,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Seeq,Non-binary,Middle-aged,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Sym,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Sym,Male,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Tammy,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Tammy,Female,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Tangent,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Tangent,Female,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
IWATE_Tirah,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Tirah,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Tonin,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Tonin,Male,Middle-aged,Middle-aged,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Utopia,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Utopia,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
IWATE_Vace,IWATE,I Was a Teenage Exocolonist,Aug-22,,RPG,Strategy RPG,Northway Gates,Finji,CAN,Multi,12,Yes,1,1,13,14,52%,TR,F,6,4,67%,8.9,NA,NA,NA,8.9,North America,2022,1,1,Vace,Male,Teenager,Teenager,0,0,Human,P,MC,Opt,0,0,0,0,0
JRN_Ancestor,JRN,Journey,Mar-12,,Adventure,Adventure,Thatgamecompany,Sony Computer Entertainment,USA,PS3,12,Non-Binary,1,1,0,4,100%,TR,M,7,1,14%,9.2,9,9,9.5,9.2,North America,2012,1,0,Ancestor,Non-binary,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
JRN_Companions,JRN,Journey,Mar-12,,Adventure,Adventure,Thatgamecompany,Sony Computer Entertainment,USA,PS3,12,Non-Binary,1,1,0,4,100%,TR,M,7,1,14%,9.2,9,9,9.5,9.2,North America,2012,1,0,Companions,Non-binary,Unknown,Unknown,0,0,Humanoid,P,SC,No,0,0,0,0,0
JRN_Traveler,JRN,Journey,Mar-12,,Adventure,Adventure,Thatgamecompany,Sony Computer Entertainment,USA,PS3,12,Non-Binary,1,1,0,4,100%,TR,M,7,1,14%,9.2,9,9,9.5,9.2,North America,2012,1,0,Traveler,Non-binary,Unknown,Unknown,1,1,Humanoid,P,PA,No,0,0,1,0,1
JRN_War,JRN,Journey,Mar-12,,Adventure,Adventure,Thatgamecompany,Sony Computer Entertainment,USA,PS3,12,Non-Binary,1,1,0,4,100%,TR,M,7,1,14%,9.2,9,9,9.5,9.2,North America,2012,1,0,War Machines,Non-binary,Unknown,Unknown,0,0,Robot,A,MA,No,0,0,0,0,0
KBOS_Adira,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Adira,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Beni,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Beni,Male,Infant,Infant,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Hana,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Hana,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Kena,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Kena,Female,Teenager,Teenager,1,0,Human,P,PA,No,0,0,0,0,0
KBOS_Rot,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Rot,Non-binary,Unknown,Unknown,0,0,Creature,P,SK,No,0,0,0,0,0
KBOS_Rusu,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Rusu,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Saiya,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Saiya,Female,Infant,Infant,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Taro,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Taro,Male,Child,Child,0,0,Human,P,SC,No,0,0,0,0,0
KBOS_Toshi,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Toshi,Male,Unknown,Unknown,0,0,Human,A,MA,No,0,0,0,0,0
KBOS_Zajuro,KBOS,Kena: Bridge of Spirits,Sep-21,,Action-adventure,Action-adventure,Ember Lab,Ember Lab,USA,Multi,12,No,1,1,5,5,50%,TR,M,3,1,33%,8.2,8,8,9,8.3,North America,2021,1,1,Zajuro,Male,Elderly,Elderly,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Code,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Code Talker,Male,Elderly,Elderly,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Dr.Huey,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Dr.Huey Emmerich,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Eli,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Eli,Male,Child,Child,0,0,Human,P,SC,No,0,0,0,0,0
MGSV_Kazuhira,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Kazuhira Miller,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Quiet,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Quiet,Female,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Revolver,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Revolver Ocelot,Male,Adult,Adult,0,0,Human,P,MC,No,0,0,0,0,0
MGSV_Sahelanthropus,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Sahelanthropus,Non-binary,Unknown,Unknown,0,0,Robot,P,SC,No,0,0,0,0,0
MGSV_Skull,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Skull Face,Male,Middle-aged,Middle-aged,0,0,Human,A,MA,No,0,0,0,0,0
MGSV_Venom,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Venom Snake,Male,Adult,Adult,1,0,Human,P,PA,No,0,0,0,0,0
MGSV_Zero,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9,10,10,9.6,Asia,2015,1,0,Zero,Male,Elderly,Elderly,0,0,Human,P,SC,No,0,0,0,0,0
MSMMM_Aaron,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Aaron Davis,Male,41,Middle-aged,0,0,Human,B,MC,No,0,0,0,0,0
MSMMM_Danika,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Danika Hart,Female,19,Young adult,0,0,Human,P,MC,No,0,0,0,0,0
MSMMM_Ganke,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Ganke Lee,Male,17,Teenager,0,0,Human,P,SK,No,0,0,0,0,0
MSMMM_Gloria,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Gloria Davila,Female,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
MSMMM_Hailey,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Hailey Cooper,Female,Young adult,Young adult,0,0,Human,P,SC,No,0,0,0,0,0
MSMMM_Miles,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Miles Morales,Male,17,Teenager,1,0,Human,P,PA,No,0,0,0,0,0
MSMMM_Parker,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Parker,Male,Adult,Adult,0,0,Human,P,SC,No,0,0,0,0,0
MSMMM_Phin,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Phin Mason,Female,17,Teenager,0,0,Human,B,MC,No,0,0,0,0,0
MSMMM_Rhino,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Rhino,Male,42,Middle-aged,0,0,Human,A,SC,No,0,0,0,0,0
MSMMM_Rick,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Rick Mason,Male,Adult,Adult,0,0,Human,A,SC,No,0,0,0,0,0
MSMMM_Rio,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Rio Morales,Female,42,Middle-aged,0,0,Human,P,MC,No,0,0,0,0,0
MSMMM_Simon,MSMMM,Marvel's Spider-Man: Miles Morales,Nov-20,Marvel's Spider-Man,Action-adventure,Action-adventure,Insomniac Games,Sony Interactive Entertaiment,USA,PS4,16,No,1,0,7,5,42%,TR,M,8,1,13%,8.5,9,9,7,8.4,North America,2020,1,1,Simon Krieger,Male,Adult,Adult,0,0,Human,A,MA,No,0,0,0,0,0
NITW_Angus,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9,8.9,Europe,2017,1,0,Angus Delaney,Male,21,Young adult,0,0,Humanoid-Animal,P,MC,No,0,0,0,0,0
NITW_Aunt,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9,8.9,Europe,2017,1,0,Aunt Molly,Female,Middle-aged,Middle-aged,0,0,Humanoid-Animal,P,SC,No,0,0,0,0,0
NITW_Bea,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9,8.9,Europe,2017,1,0,Bea Santello,Female,20,Young adult,0,0,Humanoid-Animal,P,MC,No,0,0,0,0,0
